Repeat,VAR2,Point,D2__CH1__DRAIN Voltage,D2__CH1__DRAIN Current,D2__CH1__DRAIN Time,D2__CH2__GATE Voltage,D2__CH2__GATE Current,D2__CH2__GATE Time,transc
1,1,201,1.00E-01,1.77E-05,2.19E+01,1.10E+00,2.21E-05,2.19E+01,#DIV/0!
1,1,202,1.00E-01,1.78E-05,2.20E+01,1.10E+00,2.20E-05,2.20E+01,4.3E-06
1,1,203,1.00E-01,1.77E-05,2.21E+01,1.09E+00,2.16E-05,2.21E+01,6.91429E-06
1,1,204,1.00E-01,1.77E-05,2.23E+01,1.09E+00,2.12E-05,2.23E+01,9.44286E-06
1,1,205,1.00E-01,1.76E-05,2.24E+01,1.08E+00,2.09E-05,2.24E+01,1.02429E-05
1,1,206,1.00E-01,1.76E-05,2.25E+01,1.07E+00,2.05E-05,2.25E+01,1.16857E-05
1,1,207,1.00E-01,1.75E-05,2.26E+01,1.07E+00,2.02E-05,2.26E+01,1.16286E-05
1,1,208,1.00E-01,1.74E-05,2.27E+01,1.06E+00,1.99E-05,2.27E+01,1.28429E-05
1,1,209,1.00E-01,1.73E-05,2.28E+01,1.05E+00,1.96E-05,2.28E+01,1.36286E-05
1,1,210,1.00E-01,1.72E-05,2.29E+01,1.04E+00,1.92E-05,2.29E+01,1.38E-05
1,1,211,1.00E-01,1.71E-05,2.30E+01,1.04E+00,1.89E-05,2.30E+01,1.52286E-05
1,1,212,1.00E-01,1.70E-05,2.31E+01,1.03E+00,1.86E-05,2.31E+01,1.61714E-05
1,1,213,1.00E-01,1.69E-05,2.32E+01,1.02E+00,1.84E-05,2.32E+01,1.44714E-05
1,1,214,1.00E-01,1.68E-05,2.33E+01,1.02E+00,1.81E-05,2.33E+01,1.60571E-05
1,1,215,1.00E-01,1.67E-05,2.34E+01,1.01E+00,1.78E-05,2.34E+01,1.59714E-05
1,1,216,1.00E-01,1.66E-05,2.35E+01,1.00E+00,1.75E-05,2.35E+01,1.72832E-05
1,1,217,1.00E-01,1.64E-05,2.36E+01,9.95E-01,1.72E-05,2.36E+01,1.80026E-05
1,1,218,1.00E-01,1.63E-05,2.38E+01,9.88E-01,1.69E-05,2.38E+01,1.79571E-05
1,1,219,1.00E-01,1.62E-05,2.39E+01,9.81E-01,1.66E-05,2.39E+01,1.77546E-05
1,1,220,1.00E-01,1.61E-05,2.40E+01,9.74E-01,1.64E-05,2.40E+01,1.87857E-05
1,1,221,1.00E-01,1.59E-05,2.41E+01,9.67E-01,1.61E-05,2.41E+01,1.89741E-05
1,1,222,1.00E-01,1.58E-05,2.42E+01,9.60E-01,1.58E-05,2.42E+01,1.88143E-05
1,1,223,1.00E-01,1.57E-05,2.43E+01,9.53E-01,1.56E-05,2.43E+01,1.96429E-05
1,1,224,1.00E-01,1.55E-05,2.44E+01,9.46E-01,1.53E-05,2.44E+01,1.94E-05
1,1,225,1.00E-01,1.54E-05,2.45E+01,9.39E-01,1.51E-05,2.45E+01,1.98143E-05
1,1,226,1.00E-01,1.53E-05,2.46E+01,9.32E-01,1.48E-05,2.46E+01,2.27571E-05
1,1,227,1.00E-01,1.51E-05,2.47E+01,9.25E-01,1.46E-05,2.47E+01,1.83571E-05
1,1,228,1.00E-01,1.50E-05,2.48E+01,9.18E-01,1.43E-05,2.48E+01,2.03286E-05
1,1,229,1.00E-01,1.48E-05,2.49E+01,9.11E-01,1.41E-05,2.49E+01,2.04143E-05
1,1,230,1.00E-01,1.47E-05,2.50E+01,9.04E-01,1.38E-05,2.50E+01,2.09714E-05
1,1,231,1.00E-01,1.45E-05,2.51E+01,8.97E-01,1.36E-05,2.51E+01,2.10714E-05
1,1,232,1.00E-01,1.44E-05,2.53E+01,8.90E-01,1.33E-05,2.53E+01,2.05286E-05
1,1,233,1.00E-01,1.42E-05,2.54E+01,8.83E-01,1.31E-05,2.54E+01,2.04429E-05
1,1,234,1.00E-01,1.41E-05,2.55E+01,8.76E-01,1.28E-05,2.55E+01,2.09429E-05
1,1,235,1.00E-01,1.40E-05,2.56E+01,8.69E-01,1.26E-05,2.56E+01,2.08143E-05
1,1,236,1.00E-01,1.38E-05,2.57E+01,8.62E-01,1.24E-05,2.57E+01,2.15286E-05
1,1,237,1.00E-01,1.37E-05,2.58E+01,8.55E-01,1.21E-05,2.58E+01,2.05857E-05
1,1,238,1.00E-01,1.35E-05,2.59E+01,8.48E-01,1.19E-05,2.59E+01,1.97857E-05
1,1,239,1.00E-01,1.34E-05,2.60E+01,8.41E-01,1.17E-05,2.60E+01,1.95857E-05
1,1,240,1.00E-01,1.32E-05,2.61E+01,8.34E-01,1.14E-05,2.61E+01,2.10857E-05
1,1,241,1.00E-01,1.31E-05,2.62E+01,8.27E-01,1.12E-05,2.62E+01,1.72286E-05
1,1,242,1.00E-01,1.30E-05,2.63E+01,8.20E-01,1.10E-05,2.63E+01,1.70571E-05
1,1,243,1.00E-01,1.29E-05,2.64E+01,8.13E-01,1.08E-05,2.64E+01,1.63286E-05
1,1,244,1.00E-01,1.27E-05,2.65E+01,8.06E-01,1.05E-05,2.65E+01,0.0000161
1,1,245,1.00E-01,1.26E-05,2.67E+01,7.99E-01,1.03E-05,2.67E+01,1.56714E-05
1,1,246,1.00E-01,1.25E-05,2.68E+01,7.92E-01,1.01E-05,2.68E+01,1.42429E-05
1,1,247,1.00E-01,1.24E-05,2.69E+01,7.85E-01,9.85E-06,2.69E+01,1.39429E-05
1,1,248,1.00E-01,1.23E-05,2.70E+01,7.78E-01,9.63E-06,2.70E+01,1.2941E-05
1,1,249,1.00E-01,1.22E-05,2.71E+01,7.71E-01,9.41E-06,2.71E+01,1.16571E-05
1,1,250,1.00E-01,1.21E-05,2.72E+01,7.64E-01,9.19E-06,2.72E+01,1.01571E-05
1,1,251,1.00E-01,1.21E-05,2.73E+01,7.57E-01,8.97E-06,2.73E+01,8.85841E-06
1,1,252,1.00E-01,1.20E-05,2.74E+01,7.50E-01,8.75E-06,2.74E+01,7.58463E-06
1,1,253,1.00E-01,1.20E-05,2.75E+01,7.43E-01,8.54E-06,2.75E+01,6.81429E-06
1,1,254,1.00E-01,1.19E-05,2.76E+01,7.36E-01,8.32E-06,2.76E+01,6.08658E-06
1,1,255,1.00E-01,1.19E-05,2.77E+01,7.29E-01,8.14E-06,2.77E+01,3.01386E-06
1,1,256,1.00E-01,1.18E-05,2.78E+01,7.22E-01,7.91E-06,2.78E+01,2.5E-06
1,1,257,1.00E-01,1.18E-05,2.79E+01,7.15E-01,7.70E-06,2.79E+01,6.85812E-07
1,1,258,1.00E-01,1.18E-05,2.81E+01,7.08E-01,7.49E-06,2.81E+01,-8.71304E-07
1,1,259,1.00E-01,1.18E-05,2.82E+01,7.01E-01,7.28E-06,2.82E+01,-2.8E-06
1,1,260,1.00E-01,1.19E-05,2.83E+01,6.94E-01,7.09E-06,2.83E+01,-4.57208E-06
1,1,261,1.00E-01,1.19E-05,2.84E+01,6.87E-01,6.88E-06,2.84E+01,-6.89901E-06
1,1,262,1.00E-01,1.19E-05,2.85E+01,6.80E-01,6.68E-06,2.85E+01,-8.48693E-06
1,1,263,1.00E-01,1.20E-05,2.86E+01,6.73E-01,6.48E-06,2.86E+01,-0.0000108
1,1,264,1.00E-01,1.21E-05,2.87E+01,6.66E-01,6.29E-06,2.87E+01,-1.23E-05
1,1,265,1.00E-01,1.22E-05,2.88E+01,6.59E-01,6.09E-06,2.88E+01,-1.42123E-05
1,1,266,1.00E-01,1.23E-05,2.89E+01,6.52E-01,5.90E-06,2.89E+01,-1.64881E-05
1,1,267,1.00E-01,1.24E-05,2.90E+01,6.45E-01,5.71E-06,2.90E+01,-0.0000182
1,1,268,1.00E-01,1.25E-05,2.91E+01,6.38E-01,5.52E-06,2.91E+01,-2.09286E-05
1,1,269,1.00E-01,1.26E-05,2.92E+01,6.31E-01,5.37E-06,2.92E+01,-2.24143E-05
1,1,270,1.00E-01,1.28E-05,2.93E+01,6.24E-01,5.17E-06,2.93E+01,-2.44143E-05
1,1,271,1.00E-01,1.30E-05,2.94E+01,6.17E-01,4.98E-06,2.94E+01,-2.62391E-05
1,1,272,1.00E-01,1.32E-05,2.96E+01,6.10E-01,4.80E-06,2.96E+01,-2.83469E-05
1,1,273,1.00E-01,1.34E-05,2.97E+01,6.03E-01,4.63E-06,2.97E+01,-3.00143E-05
1,1,274,1.00E-01,1.36E-05,2.98E+01,5.96E-01,4.47E-06,2.98E+01,-3.08527E-05
1,1,275,1.00E-01,1.38E-05,2.99E+01,5.89E-01,4.29E-06,2.99E+01,-3.17903E-05
1,1,276,1.00E-01,1.40E-05,3.00E+01,5.82E-01,4.12E-06,3.00E+01,-3.35143E-05
1,1,277,1.00E-01,1.42E-05,3.01E+01,5.75E-01,3.95E-06,3.01E+01,-3.46286E-05
1,1,278,1.00E-01,1.45E-05,3.02E+01,5.68E-01,3.79E-06,3.02E+01,-3.51429E-05
1,1,279,1.00E-01,1.47E-05,3.03E+01,5.61E-01,3.63E-06,3.03E+01,-3.90571E-05
1,1,280,1.00E-01,1.50E-05,3.04E+01,5.54E-01,3.48E-06,3.04E+01,-3.84571E-05
1,1,281,1.00E-01,1.53E-05,3.05E+01,5.47E-01,3.32E-06,3.05E+01,-4.46857E-05
1,1,282,1.00E-01,1.56E-05,3.06E+01,5.40E-01,3.17E-06,3.06E+01,-4.81E-05
1,1,283,1.00E-01,1.59E-05,3.08E+01,5.33E-01,3.06E-06,3.08E+01,-4.45286E-05
1,1,284,1.00E-01,1.62E-05,3.09E+01,5.26E-01,2.89E-06,3.09E+01,-4.61E-05
1,1,285,1.00E-01,1.66E-05,3.10E+01,5.19E-01,2.74E-06,3.10E+01,-0.0000508
1,1,286,1.00E-01,1.69E-05,3.11E+01,5.12E-01,2.59E-06,3.11E+01,-5.04143E-05
1,1,287,1.00E-01,1.73E-05,3.12E+01,5.05E-01,2.46E-06,3.12E+01,-5.28E-05
1,1,288,1.00E-01,1.76E-05,3.13E+01,4.98E-01,2.33E-06,3.13E+01,-5.06E-05
1,1,289,1.00E-01,1.80E-05,3.14E+01,4.91E-01,2.19E-06,3.14E+01,-5.20429E-05
1,1,290,1.00E-01,1.83E-05,3.15E+01,4.84E-01,2.06E-06,3.15E+01,-5.33E-05
1,1,291,1.00E-01,1.87E-05,3.16E+01,4.77E-01,1.93E-06,3.16E+01,-5.34571E-05
1,1,292,1.00E-01,1.91E-05,3.17E+01,4.70E-01,1.81E-06,3.17E+01,-5.41923E-05
1,1,293,1.00E-01,1.95E-05,3.18E+01,4.63E-01,1.69E-06,3.18E+01,-5.66714E-05
1,1,294,1.00E-01,1.99E-05,3.19E+01,4.56E-01,1.57E-06,3.19E+01,-5.63857E-05
1,1,295,1.00E-01,2.03E-05,3.20E+01,4.49E-01,1.46E-06,3.20E+01,-5.58286E-05
1,1,296,1.00E-01,2.07E-05,3.21E+01,4.42E-01,1.35E-06,3.21E+01,-6.32233E-05
1,1,297,1.00E-01,2.11E-05,3.23E+01,4.35E-01,1.28E-06,3.23E+01,-5.46922E-05
1,1,298,1.00E-01,2.15E-05,3.24E+01,4.28E-01,1.15E-06,3.24E+01,-5.63286E-05
1,1,299,1.00E-01,2.19E-05,3.25E+01,4.21E-01,1.04E-06,3.25E+01,-5.89974E-05
1,1,300,1.00E-01,2.23E-05,3.26E+01,4.14E-01,9.41E-07,3.26E+01,-5.80857E-05
1,1,301,1.00E-01,2.27E-05,3.27E+01,4.07E-01,8.39E-07,3.27E+01,-5.96571E-05
1,1,302,1.00E-01,2.31E-05,3.28E+01,4.00E-01,7.56E-07,3.28E+01,-5.81857E-05
1,1,303,1.00E-01,2.35E-05,3.29E+01,3.93E-01,6.59E-07,3.29E+01,-5.73714E-05
1,1,304,1.00E-01,2.39E-05,3.30E+01,3.86E-01,5.68E-07,3.30E+01,-5.90857E-05
1,1,305,1.00E-01,2.43E-05,3.31E+01,3.79E-01,4.82E-07,3.31E+01,-5.85143E-05
1,1,306,1.00E-01,2.47E-05,3.32E+01,3.72E-01,3.99E-07,3.32E+01,-5.87286E-05
1,1,307,1.00E-01,2.52E-05,3.33E+01,3.65E-01,3.20E-07,3.33E+01,-5.82631E-05
1,1,308,1.00E-01,2.56E-05,3.34E+01,3.58E-01,2.42E-07,3.34E+01,-5.86512E-05
1,1,309,1.00E-01,2.60E-05,3.35E+01,3.51E-01,1.67E-07,3.35E+01,-7.10143E-05
1,1,310,1.00E-01,2.65E-05,3.37E+01,3.44E-01,2.02E-07,3.37E+01,-6.53286E-05
1,1,311,1.00E-01,2.69E-05,3.39E+01,3.37E-01,1.73E-07,3.39E+01,-5.44985E-05
1,1,312,1.00E-01,2.73E-05,3.40E+01,3.30E-01,5.53E-08,3.40E+01,-5.61213E-05
1,1,313,1.00E-01,2.77E-05,3.41E+01,3.23E-01,-2.34E-08,3.41E+01,-6.47432E-05
1,1,314,1.00E-01,2.82E-05,3.43E+01,3.16E-01,-2.53E-08,3.43E+01,-5.44377E-05
1,1,315,1.00E-01,2.85E-05,3.44E+01,3.09E-01,-1.35E-07,3.44E+01,-5.43857E-05
1,1,316,1.00E-01,2.89E-05,3.45E+01,3.02E-01,-2.24E-07,3.45E+01,-5.59E-05
1,1,317,1.00E-01,2.93E-05,3.46E+01,2.95E-01,-2.96E-07,3.46E+01,-5.62205E-05
1,1,318,1.00E-01,2.97E-05,3.47E+01,2.88E-01,-3.63E-07,3.47E+01,-5.69571E-05
1,1,319,1.00E-01,3.01E-05,3.48E+01,2.81E-01,-4.14E-07,3.48E+01,-5.52936E-05
1,1,320,1.00E-01,3.05E-05,3.49E+01,2.74E-01,-4.79E-07,3.49E+01,-5.43065E-05
1,1,321,1.00E-01,3.09E-05,3.50E+01,2.67E-01,-5.40E-07,3.50E+01,-5.64081E-05
1,1,322,1.00E-01,3.13E-05,3.51E+01,2.60E-01,-5.85E-07,3.51E+01,-5.93286E-05
1,1,323,1.00E-01,3.17E-05,3.53E+01,2.53E-01,-5.94E-07,3.53E+01,-5.25571E-05
1,1,324,1.00E-01,3.20E-05,3.54E+01,2.46E-01,-6.73E-07,3.54E+01,-5.27571E-05
1,1,325,1.00E-01,3.24E-05,3.55E+01,2.39E-01,-7.37E-07,3.55E+01,-5.40714E-05
1,1,326,1.00E-01,3.28E-05,3.56E+01,2.32E-01,-7.98E-07,3.56E+01,-5.17719E-05
1,1,327,1.00E-01,3.32E-05,3.57E+01,2.25E-01,-8.64E-07,3.57E+01,-5.31286E-05
1,1,328,1.00E-01,3.35E-05,3.58E+01,2.18E-01,-9.20E-07,3.58E+01,-5.025E-05
1,1,329,1.00E-01,3.39E-05,3.59E+01,2.11E-01,-9.94E-07,3.59E+01,-5.06542E-05
1,1,330,1.00E-01,3.42E-05,3.60E+01,2.04E-01,-1.07E-06,3.60E+01,-0.0000499
1,1,331,1.00E-01,3.46E-05,3.61E+01,1.97E-01,-1.14E-06,3.61E+01,-5.47587E-05
1,1,332,1.00E-01,3.50E-05,3.63E+01,1.90E-01,-1.15E-06,3.63E+01,-4.46851E-05
1,1,333,1.00E-01,3.53E-05,3.64E+01,1.83E-01,-1.26E-06,3.64E+01,-4.65857E-05
1,1,334,1.00E-01,3.56E-05,3.65E+01,1.76E-01,-1.35E-06,3.65E+01,-4.72136E-05
1,1,335,1.00E-01,3.59E-05,3.66E+01,1.69E-01,-1.44E-06,3.66E+01,-4.59E-05
1,1,336,1.00E-01,3.63E-05,3.67E+01,1.62E-01,-1.52E-06,3.67E+01,-4.89007E-05
1,1,337,1.00E-01,3.66E-05,3.68E+01,1.55E-01,-1.59E-06,3.68E+01,-4.45136E-05
1,1,338,1.00E-01,3.69E-05,3.69E+01,1.48E-01,-1.69E-06,3.69E+01,-4.49578E-05
1,1,339,1.00E-01,3.72E-05,3.70E+01,1.41E-01,-1.79E-06,3.70E+01,-4.50857E-05
1,1,340,1.00E-01,3.75E-05,3.71E+01,1.34E-01,-1.88E-06,3.71E+01,-4.46714E-05
1,1,341,1.00E-01,3.79E-05,3.72E+01,1.27E-01,-1.98E-06,3.72E+01,-4.43422E-05
1,1,342,1.00E-01,3.82E-05,3.73E+01,1.20E-01,-2.08E-06,3.73E+01,-4.35714E-05
1,1,343,1.00E-01,3.85E-05,3.74E+01,1.13E-01,-2.18E-06,3.74E+01,-4.25006E-05
1,1,344,1.00E-01,3.88E-05,3.75E+01,1.06E-01,-2.28E-06,3.75E+01,-4.36565E-05
1,1,345,1.00E-01,3.91E-05,3.76E+01,9.90E-02,-2.38E-06,3.76E+01,-4.79007E-05
1,1,346,1.00E-01,3.94E-05,3.78E+01,9.20E-02,-2.43E-06,3.78E+01,-3.99851E-05
1,1,347,1.00E-01,3.97E-05,3.79E+01,8.50E-02,-2.56E-06,3.79E+01,-4.00577E-05
1,1,348,1.00E-01,4.00E-05,3.80E+01,7.80E-02,-2.67E-06,3.80E+01,-4.03857E-05
1,1,349,1.00E-01,4.03E-05,3.81E+01,7.10E-02,-2.79E-06,3.81E+01,-3.98851E-05
1,1,350,1.00E-01,4.05E-05,3.82E+01,6.40E-02,-2.90E-06,3.82E+01,-4.19863E-05
1,1,351,1.00E-01,4.08E-05,3.83E+01,5.70E-02,-2.98E-06,3.83E+01,-3.91571E-05
1,1,352,1.00E-01,4.11E-05,3.84E+01,5.00E-02,-3.10E-06,3.84E+01,-3.78709E-05
1,1,353,1.00E-01,4.14E-05,3.85E+01,4.30E-02,-3.21E-06,3.85E+01,-3.88714E-05
1,1,354,1.00E-01,4.16E-05,3.86E+01,3.60E-02,-3.32E-06,3.86E+01,-3.78429E-05
1,1,355,1.00E-01,4.19E-05,3.87E+01,2.90E-02,-3.43E-06,3.87E+01,-3.71714E-05
1,1,356,1.00E-01,4.22E-05,3.88E+01,2.20E-02,-3.54E-06,3.88E+01,-3.54719E-05
1,1,357,1.00E-01,4.24E-05,3.89E+01,1.50E-02,-3.65E-06,3.89E+01,-3.63143E-05
1,1,358,1.00E-01,4.27E-05,3.90E+01,8.00E-03,-3.76E-06,3.90E+01,-3.59852E-05
1,1,359,1.00E-01,4.29E-05,3.91E+01,1.00E-03,-3.86E-06,3.91E+01,-3.93154E-05
1,1,360,1.00E-01,4.32E-05,3.93E+01,-6.00E-03,-3.89E-06,3.93E+01,-3.47419E-05
1,1,361,1.00E-01,4.34E-05,3.94E+01,-1.30E-02,-4.02E-06,3.94E+01,-3.49434E-05
1,1,362,1.00E-01,4.37E-05,3.95E+01,-2.00E-02,-4.13E-06,3.95E+01,-3.41281E-05
1,1,363,1.00E-01,4.39E-05,3.96E+01,-2.70E-02,-4.23E-06,3.96E+01,-3.57714E-05
1,1,364,1.00E-01,4.42E-05,3.97E+01,-3.40E-02,-4.33E-06,3.97E+01,-3.97149E-05
1,1,365,1.00E-01,4.44E-05,3.98E+01,-4.10E-02,-4.40E-06,3.98E+01,-3.50424E-05
1,1,366,1.00E-01,4.47E-05,3.99E+01,-4.80E-02,-4.49E-06,3.99E+01,-3.52E-05
1,1,367,1.00E-01,4.49E-05,4.00E+01,-5.50E-02,-4.59E-06,4.00E+01,-3.45143E-05
1,1,368,1.00E-01,4.52E-05,4.01E+01,-6.20E-02,-4.67E-06,4.01E+01,-3.39857E-05
1,1,369,1.00E-01,4.54E-05,4.02E+01,-6.90E-02,-4.76E-06,4.02E+01,-3.47852E-05
1,1,370,1.00E-01,4.57E-05,4.03E+01,-7.60E-02,-4.84E-06,4.03E+01,-3.32148E-05
1,1,371,1.00E-01,4.59E-05,4.04E+01,-8.30E-02,-4.92E-06,4.04E+01,-3.38286E-05
1,1,372,1.00E-01,4.61E-05,4.05E+01,-9.00E-02,-4.99E-06,4.05E+01,-3.36852E-05
1,1,373,1.00E-01,4.64E-05,4.06E+01,-9.70E-02,-5.07E-06,4.06E+01,-4.07577E-05
1,1,374,1.00E-01,4.67E-05,4.08E+01,-1.04E-01,-5.00E-06,4.08E+01,-3.27286E-05
1,1,375,1.00E-01,4.69E-05,4.09E+01,-1.11E-01,-5.10E-06,4.09E+01,-3.24143E-05
1,1,376,1.00E-01,4.71E-05,4.10E+01,-1.18E-01,-5.18E-06,4.10E+01,-3.17571E-05
1,1,377,1.00E-01,4.73E-05,4.11E+01,-1.25E-01,-5.24E-06,4.11E+01,-3.15567E-05
1,1,378,1.00E-01,4.75E-05,4.12E+01,-1.32E-01,-5.31E-06,4.12E+01,-3.22719E-05
1,1,379,1.00E-01,4.78E-05,4.13E+01,-1.39E-01,-5.35E-06,4.13E+01,-3.28995E-05
1,1,380,1.00E-01,4.80E-05,4.14E+01,-1.46E-01,-5.41E-06,4.14E+01,-3.31571E-05
1,1,381,1.00E-01,4.82E-05,4.15E+01,-1.53E-01,-5.47E-06,4.15E+01,-3.28719E-05
1,1,382,1.00E-01,4.85E-05,4.16E+01,-1.60E-01,-5.52E-06,4.16E+01,-3.24853E-05
1,1,383,1.00E-01,4.87E-05,4.17E+01,-1.67E-01,-5.57E-06,4.17E+01,-3.23719E-05
1,1,384,1.00E-01,4.89E-05,4.18E+01,-1.74E-01,-5.62E-06,4.18E+01,-3.10281E-05
1,1,385,1.00E-01,4.91E-05,4.19E+01,-1.81E-01,-5.67E-06,4.19E+01,-3.10281E-05
1,1,386,1.00E-01,4.94E-05,4.20E+01,-1.88E-01,-5.72E-06,4.20E+01,-2.97714E-05
1,1,387,1.00E-01,4.96E-05,4.21E+01,-1.95E-01,-5.77E-06,4.21E+01,-3.58439E-05
1,1,388,1.00E-01,4.98E-05,4.23E+01,-2.02E-01,-5.70E-06,4.23E+01,-2.89996E-05
1,1,389,1.00E-01,5.00E-05,4.24E+01,-2.09E-01,-5.78E-06,4.24E+01,-2.96122E-05
1,1,390,1.00E-01,5.02E-05,4.25E+01,-2.16E-01,-5.84E-06,4.25E+01,-2.98857E-05
1,1,391,1.00E-01,5.04E-05,4.26E+01,-2.23E-01,-5.90E-06,4.26E+01,-2.88714E-05
1,1,392,1.00E-01,5.06E-05,4.27E+01,-2.30E-01,-5.95E-06,4.27E+01,-3.07E-05
1,1,393,1.00E-01,5.09E-05,4.28E+01,-2.37E-01,-5.97E-06,4.28E+01,-2.89714E-05
1,1,394,1.00E-01,5.11E-05,4.29E+01,-2.44E-01,-6.03E-06,4.29E+01,-2.86714E-05
1,1,395,1.00E-01,5.13E-05,4.30E+01,-2.51E-01,-6.09E-06,4.30E+01,-2.82E-05
1,1,396,1.00E-01,5.15E-05,4.31E+01,-2.58E-01,-6.15E-06,4.31E+01,-2.80286E-05
1,1,397,1.00E-01,5.16E-05,4.32E+01,-2.65E-01,-6.21E-06,4.32E+01,-2.75857E-05
1,1,398,1.00E-01,5.18E-05,4.33E+01,-2.72E-01,-6.27E-06,4.33E+01,-2.76286E-05
1,1,399,1.00E-01,5.20E-05,4.34E+01,-2.79E-01,-6.33E-06,4.34E+01,-2.73571E-05
1,1,400,1.00E-01,5.22E-05,4.35E+01,-2.86E-01,-6.39E-06,4.35E+01,-2.66429E-05
1,1,401,1.00E-01,5.24E-05,4.37E+01,-2.93E-01,-6.46E-06,4.37E+01,-0.000178886
