POINT,TIME,V_GATE,I_CH0,I_CH1,I_CH2,I_CH3,I_CH4,I_CH5,I_CH6,I_CH7,I_CH8,I_CH9,I_CH10,I_CH11,I_CH12,I_CH13,I_CH14,I_CH15
75,24.211,0.25,-1.6673e-08,-1.6673e-08,-1.2501e-08,-4.172e-09,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-2.9174e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,1.854165e-06
76,24.534,0.26,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,1.808325e-06
77,24.856,0.27,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,1.79166e-06
78,25.179,0.28,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,1.77083e-06
79,25.502,0.29,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,1.745828e-06
80,25.825,0.3,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,1.733327e-06
81,26.148,0.31,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,1.683331e-06
82,26.47,0.32,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-3.7503e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,1.674994e-06
83,26.793,0.33,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,1.654164e-06
84,27.116,0.34,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,1.629162e-06
85,27.439,0.35,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-2.5002e-08,-8.337e-09,-2.0838e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,1.608332e-06
86,27.762,0.36,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-8.337e-09,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,1.58333e-06
87,28.084,0.37,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-8.337e-09,-2.0838e-08,1.562492e-06
88,28.407,0.38,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.2501e-08,1.537498e-06
89,28.73,0.39,-1.6673e-08,-1.2501e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,1.520832e-06
90,29.053,0.4,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,1.491666e-06
91,29.376,0.41,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-1.2501e-08,-3.3339e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,1.470828e-06
92,29.699,0.42,-2.0838e-08,-1.2501e-08,-2.9174e-08,-2.0838e-08,-2.9174e-08,-1.6673e-08,-2.5002e-08,-2.9174e-08,-2.5002e-08,-2.9174e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.5002e-08,1.445826e-06
93,30.021,0.43,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,1.42916e-06
94,30.344,0.44,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-1.2501e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-2.9174e-08,1.395829e-06
95,30.667,0.45,-2.5002e-08,-2.9174e-08,-1.2501e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,-2.0838e-08,1.379164e-06
96,30.99,0.46,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,1.358326e-06
97,31.313,0.47,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,1.32916e-06
98,31.635,0.48,-2.0838e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-3.3339e-08,-2.0838e-08,-2.9174e-08,-8.337e-09,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.9174e-08,-2.0838e-08,-1.6673e-08,1.304165e-06
99,31.958,0.49,-2.0838e-08,-2.9174e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,1.274999e-06
100,32.281,0.5,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,1.258326e-06
101,32.604,0.51,-1.6673e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,1.229159e-06
102,32.927,0.52,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-8.337e-09,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.9174e-08,1.208329e-06
103,33.249,0.53,-2.5002e-08,-1.6673e-08,-8.337e-09,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,1.187491e-06
104,33.572,0.54,-2.0838e-08,-2.9174e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.9174e-08,-2.0838e-08,1.162497e-06
105,33.895,0.55,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,1.133331e-06
106,34.218,0.56,-2.0838e-08,-2.9174e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,1.104164e-06
107,34.541,0.57,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-3.3339e-08,-2.0838e-08,-1.6673e-08,-2.9174e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,1.074998e-06
108,34.864,0.58,-1.6673e-08,-2.5002e-08,-3.3339e-08,-1.2501e-08,-2.5002e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,1.049995e-06
109,35.186,0.59,-2.0838e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.9174e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,1.03333e-06
110,35.509,0.6,-2.0838e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-8.337e-09,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,1.012492e-06
111,35.832,0.61,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,9.83326e-07
112,36.155,0.62,-2.0838e-08,-2.9174e-08,-2.5002e-08,-1.2501e-08,-2.9174e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,9.49995e-07
113,36.478,0.63,-1.6673e-08,-2.5002e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,9.33329e-07
114,36.8,0.64,-1.2501e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.9174e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,8.99998e-07
115,37.123,0.65,-2.5002e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,8.87497e-07
116,37.446,0.66,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.9174e-08,8.49994e-07
117,37.769,0.67,-1.2501e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-8.337e-09,-1.6673e-08,-1.6673e-08,8.29164e-07
118,38.092,0.68,-1.6673e-08,-1.2501e-08,-1.2501e-08,-2.5002e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,7.91661e-07
119,38.414,0.69,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-2.5002e-08,7.70831e-07
120,38.737,0.7,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,7.5833e-07
121,39.06,0.71,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.5002e-08,-2.9174e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,7.20827e-07
122,39.383,0.72,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,7.04161e-07
123,39.706,0.73,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.9174e-08,-8.337e-09,-2.0838e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,6.87496e-07
124,40.029,0.74,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,-2.5002e-08,6.66658e-07
125,40.351,0.75,-2.9174e-08,-1.6673e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,6.49993e-07
126,40.674,0.76,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-2.0838e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-2.5002e-08,6.29163e-07
127,40.997,0.77,-1.2501e-08,-8.337e-09,-8.337e-09,-2.0838e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,-2.0838e-08,-2.0838e-08,-1.6673e-08,-2.5002e-08,-8.337e-09,-8.337e-09,-1.6673e-08,-2.0838e-08,6.20826e-07
128,41.32,0.78,-1.6673e-08,-1.2501e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,6.12497e-07
129,41.643,0.79,-1.2501e-08,-2.0838e-08,-2.5002e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,6.08325e-07
130,41.965,0.8,-2.5002e-08,-1.6673e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-2.0838e-08,-8.337e-09,-1.2501e-08,5.99996e-07
131,42.288,0.81,-1.2501e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.9174e-08,-1.6673e-08,-2.5002e-08,-1.6673e-08,-2.5002e-08,-1.2501e-08,5.95832e-07
132,42.611,0.82,-1.6673e-08,-1.2501e-08,-2.0838e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.6673e-08,-2.0838e-08,-1.6673e-08,-1.2501e-08,-8.337e-09,-8.337e-09,-1.2501e-08,-2.0838e-08,-1.2501e-08,6.12497e-07
133,42.934,0.83,-1.6673e-08,-2.9174e-08,-1.2501e-08,-2.0838e-08,-1.2501e-08,-1.2501e-08,-4.172e-09,-8.337e-09,-1.2501e-08,-1.2501e-08,-8.337e-09,-2.0838e-08,-1.2501e-08,-1.6673e-08,-8.337e-09,6.08325e-07
134,43.257,0.84,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-2.0838e-08,-8.337e-09,-1.6673e-08,-1.6673e-08,-8.337e-09,-2.0838e-08,6.08325e-07
135,43.58,0.85,-8.337e-09,-1.6673e-08,-1.2501e-08,-1.6673e-08,-8.337e-09,-8.337e-09,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,-1.6673e-08,-1.6673e-08,6.16662e-07
136,43.902,0.86,-2.5002e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-8.337e-09,-1.2501e-08,-4.172e-09,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,6.37492e-07
137,44.225,0.87,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.6673e-08,-1.2501e-08,-8.337e-09,-8.337e-09,-1.2501e-08,-1.2501e-08,-2.0838e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,6.33327e-07
138,44.548,0.88,-1.6673e-08,-1.6673e-08,-8.337e-09,-1.2501e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-4.172e-09,-8.337e-09,-8.337e-09,-1.6673e-08,-1.2501e-08,-1.6673e-08,-8.337e-09,-8.337e-09,6.37492e-07
139,44.871,0.89,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-2.5002e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-8.337e-09,-8.337e-09,-1.2501e-08,-8.337e-09,-1.6673e-08,-1.2501e-08,6.41664e-07
140,45.194,0.9,-1.6673e-08,-1.2501e-08,-1.2501e-08,-2.0838e-08,-1.2501e-08,-8.337e-09,-8.337e-09,-2.0838e-08,-2.0838e-08,-1.2501e-08,-8.337e-09,-1.6673e-08,-1.2501e-08,-8.337e-09,-1.6673e-08,6.54165e-07
141,45.516,0.91,-8.337e-09,-1.6673e-08,-8.337e-09,-1.2501e-08,-1.2501e-08,-1.6673e-08,-2.5002e-08,-2.0838e-08,-8.337e-09,-1.6673e-08,-1.6673e-08,-1.2501e-08,-1.2501e-08,-4.172e-09,-8.337e-09,6.66658e-07
142,45.839,0.92,-1.2501e-08,-8.337e-09,-8.337e-09,-1.6673e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,-8.337e-09,-1.2501e-08,-8.337e-09,-8.337e-09,-8.337e-09,-1.2501e-08,-1.2501e-08,-1.6673e-08,6.7083e-07
143,46.162,0.93,-8.337e-09,-8.337e-09,-4.172e-09,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-4.172e-09,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.2501e-08,-1.6673e-08,-1.2501e-08,-8.337e-09,6.9166e-07
144,46.485,0.94,-1.6673e-08,-8.337e-09,-8.337e-09,-8.337e-09,-4.172e-09,-4.172e-09,-1.6673e-08,-1.2501e-08,-8.337e-09,-1.2501e-08,-8.337e-09,-1.2501e-08,-8.337e-09,-8.337e-09,-1.2501e-08,6.99997e-07
145,46.808,0.95,-4.172e-09,-8.337e-09,-8.337e-09,-1.6673e-08,-8.337e-09,-4.172e-09,-1.6673e-08,-4.172e-09,-2.0838e-08,-2.0838e-08,-4.172e-09,-1.6673e-08,-1.2501e-08,-8.337e-09,-1.6673e-08,7.08326e-07
146,47.13,0.96,-8.337e-09,-8.337e-09,-8e-12,-4.172e-09,-8.337e-09,-1.2501e-08,-1.6673e-08,-4.172e-09,-8.337e-09,-1.2501e-08,-8.337e-09,-1.2501e-08,-1.2501e-08,-8.337e-09,-8e-12,7.12498e-07
147,47.453,0.97,-4.172e-09,-8.337e-09,-8.337e-09,-8e-12,-8.337e-09,-1.2501e-08,-1.6673e-08,-8.337e-09,-8.337e-09,-8.337e-09,-4.172e-09,-8.337e-09,-4.172e-09,-1.2501e-08,-8e-12,7.33328e-07
148,47.776,0.98,-4.172e-09,-8e-12,-8.337e-09,-8.337e-09,-4.172e-09,-8.337e-09,-4.172e-09,-1.2501e-08,-1.2501e-08,-1.2501e-08,-4.172e-09,-8.337e-09,-8.337e-09,-4.172e-09,-1.2501e-08,7.41665e-07
149,48.099,0.99,-8.337e-09,-8.337e-09,-8.337e-09,-8.337e-09,-8.337e-09,-1.6673e-08,-1.2501e-08,-4.172e-09,-4.172e-09,-1.6673e-08,-1.2501e-08,-1.2501e-08,-8.337e-09,-1.6673e-08,-8.337e-09,7.5833e-07
150,48.422,1.0,-8.337e-09,-2.0838e-08,-1.2501e-08,-8.337e-09,-8.337e-09,-8.337e-09,-8.337e-09,-4.172e-09,-1.2501e-08,-4.172e-09,-4.172e-09,-1.6673e-08,-4.172e-09,-4.172e-09,-1.2501e-08,7.66659e-07
